Performing comparisons between CPU Cuda and Tensor implementation,

Matrixes size,64,64,
Single run computation test,
Name,preparing time (ms),computation time (ms),gathering restuls time (ms),validity,mean of error (to CPU),deviation of error (to CPU),
MMA CPU,0.018623,4.506570,0.008032,
MMA CUDA,43.662739,0.014334,0.027204,False,0.004362,0.073633,
MMA CUDA Shared,0.222891,0.006639,0.014390,False,0.004362,0.073633,
MMA Tensor,0.154786,0.005319,0.017025,False,0.100637,0.115840,

Multi run computation  test, execution count :50,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,
0.023157,0.042342,0.001115,0.194671,0.004091,0.027633,0.086035,0.003570,0.019058,0.113778,0.003616,0.019848,
0.003701,0.083266,0.000667,0.026982,0.002311,0.026427,0.026955,0.001907,0.017498,0.051369,0.001972,0.018454,
0.003675,0.041629,0.000729,0.028639,0.002055,0.026380,0.027148,0.001727,0.018004,0.049321,0.001811,0.017551,
0.003630,0.039936,0.000609,0.027247,0.001962,0.025994,0.026799,0.001900,0.018375,0.045553,0.001844,0.018494,
0.003653,0.914798,0.000582,0.026925,0.002089,0.026191,0.025914,0.001762,0.017341,0.046140,0.001795,0.018085,
0.003278,0.031172,0.000637,0.026906,0.002260,0.026651,0.024041,0.001790,0.018005,0.044002,0.001771,0.017712,
0.003179,0.031383,0.000602,0.040681,0.001766,0.025507,0.024412,0.001740,0.017955,0.042972,0.001772,0.017639,
0.003174,0.031063,0.000565,0.026972,0.001788,0.026618,0.024266,0.001750,0.016811,0.043326,0.001848,0.018313,
0.003190,0.030786,0.000585,0.026390,0.001784,0.026001,0.025200,0.001754,0.017110,0.044608,0.001853,0.018411,
0.003200,0.030669,0.000618,0.027363,0.001897,0.025840,0.024538,0.001756,0.017591,0.041371,0.001737,0.017715,
0.003172,0.030692,0.000586,0.028230,0.001794,0.026493,0.024327,0.001724,0.018071,0.040615,0.001822,0.017904,
0.003172,0.030098,0.000583,0.026943,0.001757,0.026828,0.025193,0.001700,0.016927,0.038189,0.001759,0.018428,
